,text,description,age
102195,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",Soy Army subo fotos vídeos y si te gusta BTS sígueme y te sigo y si no te invito a no criticar a nadie y no molestar ♥️🙂,73
102196,Miami Breakin Academy Virtual Break Dance / Breakin' Classes now available. Join us for LIVE online classes through… https://t.co/dgcPQMuTeo,"Founder of *Future Force Crew* 1996 Miami FL, USA
Co-founder of Miami Breakin Academy",24
102337,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","Sniffles. Bangtan! Bang, Bang, Tan!",27
102417,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…","when you love yourself you will be that who you really want be  , love yourself and love the others .
I-army 👭 
 #BTS❤aRMy , forever young.
@BTS_TWT",23
102431,"RT @JayJayGhatt: Alright all you #quarantine bakers &amp; chefs, here's 75+ recipe subs for when you don't have an ingredient in your kitchen,…","Lifestyle #blogger, #gardener, #traveler, #picture taker, #crafter and #recipe lover all while living in Central Florida as a child of God.",21
102449,"We're all looking for things to watch and do during #quarantine, so how would you feel about two guys trying to fig… https://t.co/YQJaqWWWB5","Egypt's #1 Hit Music Station! Bringing you the world's biggest artists and songs, the hottest DJs, and all the entertainment news since 2003! #NileFM",17
102547,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",namjoon 200118 | seokjin 191125 | jungkook 190811 | taehyung 190424 | hoseok 191130 | yoongi 180514 | jimin 190105,19
102571,"UK | 2020: Coronavirus Has Changed My World...

https://t.co/VHZGaoNg2t

#COVIDー19 #UKLockdown #CoronavirusUK… https://t.co/CnCmr22zGS",Teacher | Blogger | Traveller | 🇬🇧🏳️‍🌈🇨🇳,30
102590,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",老姐姐的追🌟日记||97小🐰助养计划 97小🦁助养计划,23
102594,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",老姐姐的追🌟日记||97小🐰助养计划 97小🦁助养计划,23
102652,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","18/02/1994💜
J-Hope is my Hope🌟",26
102665,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…","18/02/1994💜
J-Hope is my Hope🌟",26
102722,Vienna Airport to offer coronavirus tests to avoid quarantine https://t.co/EjBjgyIHBw #Companies… https://t.co/bUVv8yyYto,"#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
102726,"France says won't quarantine arriving EU, Schengen area or UK citizens https://t.co/gXKGFwc9Ii #Politics… https://t.co/Z8h4hYEko2","#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
102814,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",BTS,25
103025,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","Only stan @BTS_twt = ARMY 💜
[Fan account]
💙.•°7 IS COMING°•.💙",66
103028,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…","Only stan @BTS_twt = ARMY 💜
[Fan account]
💙.•°7 IS COMING°•.💙",66
103116,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",FAN ACCOUNT OF @BTS_twt 버러해💜💜,23
103118,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",FAN ACCOUNT OF @BTS_twt 버러해💜💜,23
103154,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",,45
103183,Facebook kicks you out for anti lockdown comments or protests? Join MeWe... according to this article that is the p… https://t.co/3PhWkDYHhG,,47
103315,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",🤡,25
103370,Vienna Airport to offer coronavirus tests to avoid quarantine https://t.co/EjBjgyIHBw #Companies… https://t.co/n7HxoeBtc4,"#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
103374,"France says won't quarantine arriving EU, Schengen area or UK citizens https://t.co/gXKGFwc9Ii #Politics… https://t.co/bO5UsAQUmN","#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
103375,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",Jeon Jungkook ❤️ x BTS 💜 | @imsuperremz's ❤️ | 06-06-14 | Est. 1998 ✖️✖️ | LINE FRIENDS STORE VLOG ↘️,22
103463,Had a wonderful Film &amp; Television virtual masterclass last week. Thank you William Jackson Harper for sharing your… https://t.co/JqUCCO8GTf,Developing actors the industry wants to work with since 1980.,40
103502,"#CoronaUpdate at #PirJoGoth

08- Family members out of 35 test positive at #PirJoGoth near #Khairpur 
Noted : A wom… https://t.co/sRJrl1Gw6k","By blood 🩸 Humanist, #Sindhi for 5000 years, #Religiously for 1400, #Pakistani since 1947",73
103649,"RT @AndeeSC2: DAY 50 - I miss that body...and that cute little butt I had back then

Your isolation solution -&gt; https://t.co/gHzA0XZ7zV 
#a…","Well traveled, educated, free thinker with a dirty mouth and mind. I appreciate women in heels and hose. Will gladly share stories and pics. NSFW 18+ only",18
103680,"RT @MadonnaAoun: Mom how do I stop the class video call?? 😁🤭🙈
#FunniestTweets #COVIDー19
#Quarantine https://t.co/7eS06ogNt1",Surgeon 外科医 Chirurgien,20
103799,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",😁,61
103813,"RT @dmills3710: #Quarantine #Birx &amp; #Fauci to a Deserted Island: They can take HRC, Obama &amp; Co. with them...Leave US Alone....We Got Along…",kim mathis schwartz,60
103814,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",😁,61
103844,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",🍒방탄소년단🍒11.24 MAGICSHOP参戦済 5歳児と兎ペン 同ペン🙆🏻,25
103845,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",🍒방탄소년단🍒11.24 MAGICSHOP参戦済 5歳児と兎ペン 同ペン🙆🏻,25
103957,RT @SamanthaRobles_: Last night @thestrokes #hazmusica #Quarantine #quarentineandchill #drummer #drummergirl https://t.co/zbkQ2iHl7Q,,37
103990,"RT @WestPointCOH: #oralhistory #Quarantine Video of the Day! Louise Haselrig served in the Air Force as a WAF during the Vietnam War, from…",I am a amateur modeller and painter of Miniatures 1/35 on #KoreaWar and #VietnamWar (1955 - 1975) *In girum imus nocte et consumimur igni ... #LexTalionis*,65
104021,RT @ABrangmansJewel: Keeping focused is important during #quarantine. Here’s a great way to make use of your environment. Reminds me of tea…,#Advocate against faulty #TAKATA airbags.Loving father to TAKATA victim Jewel Brangman (1987-2014).#JusticeForJewel #CallToAction #Love IG&FB:@alexanderbrangman,33
104102,"Being safe, working from the garage.  Won't be long. #workingfromhome #quarantine #shelterinplace… https://t.co/0bir11lGkq","Since 1988 | Premier landscape architecture consultant for playgroups, schools, churches, apartments, city developments + more!",32
104117,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",ARMY FOREVER 😍❤️💜🤞🏻,39
104119,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",«16/08/2018» ♡ taekook,25
104122,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",ARMY FOREVER 😍❤️💜🤞🏻,39
104140,"RT @vlad_castillo: Lockdown Checkpoint 👮🏻‍♂️🚨🔞 

Need assistance?! 😈

#ECQSeason3 #Curfew #LOCKDOWN2020 #Quarantine https://t.co/7RP6Cgx0iQ",| 1992 | Retweet ★ แต่ก็ไม่ได้แปลว่าเห็นด้วย 👌🏼,28
104162,RT @Proudwomen3: Sleeping without clothes is the trend in quartantine #Quarantine https://t.co/AXzq78vuO6,,38
104229,"5 Cheap Grand Piano for Beginner &amp; Professional

#BenvenutaLalisa #BAD81 #yoshiki #drums #changes #cover #Jazz #RAW… https://t.co/AJNHAqhlf7","Authentic seller, best baby product, pest repeller, musical instrument, longboard, Skateboard.
website:
https://longboardreviewd.com
https://thereviewmail.com",12
104235,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",I'm deaf❤️anime/BTS fan❤️,35
104255,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",I'm deaf❤️anime/BTS fan❤️,35
104320,Vienna Airport to offer coronavirus tests to avoid quarantine https://t.co/EjBjgyIHBw #Companies… https://t.co/jpbm6haySX,"#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
104323,"France says won't quarantine arriving EU, Schengen area or UK citizens https://t.co/gXKGFwc9Ii #Politics… https://t.co/x68YTkwdSQ","#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
104354,RT @JonnyRockin_617: @L0B033 @JuelzLovesKush @LARRYIRBY6 @foreignjoliee @sweetleaf_420 @LauraJa71967541 @EByzio @Heretic__13 @justbran18 @S…,#AnimalRights #Cars #Cats #Scifi #Horror #Art #Comics #XENA #Blutengel #EBM #Goth #Cartoons #LostInSpace1965 #Clexa #Charmed98 #Infj #RA #xjw #Pagan #vegetarian,55
104356,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",@BTS_twt 💜. @TXT_members // รู่กชินมุ้ คิดถึงไอจ๋า น้องปุ๊กลูกแม่ คิดถึงไม่ไหวจีงๆค่ะ ไอเด่กอ้วน เด่กหัวกลม เอ็นดูไม่ไหวแร๊วนะคะ น่ารักไปอะ ใจพี่จะวูบแน้ววว,23
104445,RT @VickieMacFadden: 📍📍📍My plan for addressing Quarantine Fatigue #quarantineLife #Quarantine #QuarantineFatigue https://t.co/G23yx2XwFD,"Since 2000, we’ve been prescribing branded products and cool tech giveaways to clients. Company swag done right. http://www.PROMOrx.com",20
104748,RT @JonnyRockin_617: @L0B033 @JuelzLovesKush @LARRYIRBY6 @foreignjoliee @sweetleaf_420 @LauraJa71967541 @EByzio @Heretic__13 @justbran18 @S…,#AnimalRights #Cars #Cats #Scifi #Horror #Art #Comics #XENA #Blutengel #EBM #Goth #Cartoons #LostInSpace1965 #Clexa #Charmed98 #Infj #RA #xjw #Pagan #vegetarian,55
104765,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","#YOONGI: free cuddles, there's room for more!🤎


200418|200419🥺",16
104789,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…",@BTS_twt 💜. @TXT_members // รู่กชินมุ้ คิดถึงไอจ๋า น้องปุ๊กลูกแม่ คิดถึงไม่ไหวจีงๆค่ะ ไอเด่กอ้วน เด่กหัวกลม เอ็นดูไม่ไหวแร๊วนะคะ น่ารักไปอะ ใจพี่จะวูบแน้ววว,23
104812,Bday vibes! 🎉 🎈 come visit me at work tonight 😂😔 #quarantine #COVID19,"Cornell Alum | 2009-10 NCAA Tournament Sweet 16 | U.S Virgin Islands National team Tampa, FL #AdaptAchieveOvercomeSucceed",11
104815,"So...... #DonaldTrump.... #COVID19..... #coronavirus.... #Quarantine 
LET'S TALK ABOUT IT!

#CrackheadWilly… https://t.co/sTQC9oAfVI","Your neighborhood crackhead on Twitter!

Still taking over for the 99 & 2000s...Got $5?

I like funny stuff...tweet at me!",20
104899,Vienna Airport to offer coronavirus tests to avoid quarantine https://t.co/EjBjgyIHBw #Companies… https://t.co/hkcopuuW72,"#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
104901,"France says won't quarantine arriving EU, Schengen area or UK citizens https://t.co/gXKGFwc9Ii #Politics… https://t.co/PQbrPAIv8a","#News, business, headlines and stories from POST Online Media. With you since 2008. http://poandpo.com",12
104979,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","BTS🇰🇷💕💕
#SHADOW💜🌌
#EGO💙🌅
LONDON🇬🇧🎉🎟️",20
105002,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…","BTS🇰🇷💕💕
#SHADOW💜🌌
#EGO💙🌅
LONDON🇬🇧🎉🎟️",20
105075,"RT @COPBlog: #JusticeForGayPorn Now, THIS Is A Worthy Cockdown! 💦💦💦💦💦💦🍆🍆🍑🚨🚨🚨🚨🚨🔥🔥🔥🔥🔥🔥🔥 @Beaux_Banks &amp; @MJackmanxxx #Quarantine Mega-Sale @Gu…","2012 GRABBYS BEST PORN BLOG WINNER © est 2007 MC fan. GAY porn blogger via interviews, reviews, clips & more! MUST be 18+ ONLY to follow OR BE BLOCKED! NSFW.",13
105108,All I want do is have a long car ride and listen to music 💔 #Quarantine,A college student experiencing new things ❤️,47
105166,I can’t remember the last time I went this long without a haircut. #Quarantine #COVIDー19 #sendhelp,,23
105168,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",21 years old 🍁 ELF 💙 Army ♠️ EXO‘l #K-pop,21
105186,RT @JonnyRockin_617: @L0B033 @JuelzLovesKush @LARRYIRBY6 @foreignjoliee @sweetleaf_420 @LauraJa71967541 @EByzio @Heretic__13 @justbran18 @S…,#AnimalRights #Cars #Cats #Scifi #Horror #Art #Comics #XENA #Blutengel #EBM #Goth #Cartoons #LostInSpace1965 #Clexa #Charmed98 #Infj #RA #xjw #Pagan #vegetarian,55
105209,RT @DollDiamond1: Daily #quarantine video my Followers enjoy https://t.co/FztpCeJfxK,,52
105368,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…","Hola me llamo Ambar, Soy Army desde 2016 y me siento orgullosa de seguir a 7  maravillosas personas que dan todo de si mismos para seguir sus sueños",51
105375,RT @Condomscanada: Sex doesn't stop during #Quarantine or #Isolation. Other body parts keep functioning. So too do the #PinkBits. Re-introd…,Serving our customers since 1996. Human Sexuality STILL HAPPENS in times of crisis. Discreet ordering of sexual health supplies.Condoms-Lubricants and More.,24
105381,Skin Care During Covid-19: We asked 8 beauty insiders how they’re taking care of skin during the #Covid-19… https://t.co/xKTDMI7DYT,The FIRST online beauty magazine. Est. 2003,17
105420,AN OVERLY DRAMATIC READING OF CALIFORNIA'S OFFICIAL LIST OF OUTDOOR ACTIVITIES PERMITTED AT THIS TIME.  #Quarantine… https://t.co/ZMgz5AHoIY,"L.A. writer, comedian, performance artist, and serious collector of 1970s highwater pants. Also author of this madcap insanity: http://2p4m.com",50
105439,We asked 8 Beauty Insiders about their #skincare routines during the #COVID19 #Quarantine and here's what they told… https://t.co/micecEsUuI,The FIRST online beauty magazine. Est. 2003,17
105533,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/YxYj…","รักมากกว่านี้คือต้องไปอยู่บ้านพี่วีแล้วนะ😂
@bts_bighit @bts_twt",25
105596,"Does my mask look like a sock or a mask?  I just made it 😂😂😂😂😂 what do you think?...
😂😂😂😂😂 Looking like Scorpion fr… https://t.co/uiuwTHiufF",Former 2009 & 2010 American Idol semi-finalist Jarvis Evans just released his new song WELCOME TO PARADISE! 5/15/19,11
105634,"RT @BT21_: What's your preference? 😋
⠀
#Favorite #time #atHome #Quarantine #Yummy #tothe #tummy #Mukbang #Wallpaper #BT21 https://t.co/UtPP…",,16
